Model,NumStates,NumActions,NumTargets,NumSinks,NumUnknown,NumMaxActions,NumMaxTransitions,SmallestTransProb,NumProbActions,NumMECs,BiggestMEC,SmallestMEC,AvgMEC,MedianMEC,NumSCCs,BiggestSCC,SmallestSCC,AvgSCC,NearestTarget,FurthestTarget,TargetDistanceAverage,TargetDistanceMedian
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_18, 10002, 29718, 1, 4972, 5029, 70, 7, 0.01, 17180, 4967, 1, 1, 1.0, 1.0, 5026, 4, 1, 1.0005968961400715, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_19, 10002, 29718, 1, 5017, 4984, 70, 8, 0.01, 17200, 4914, 1, 1, 1.0, 1.0, 4976, 9, 1, 1.0016077170418007, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_2, 10002, 29718, 1, 4931, 5070, 70, 8, 0.01, 17194, 4988, 1, 1, 1.0, 1.0, 5031, 37, 1, 1.0077519379844961, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_20, 10002, 29718, 1, 5039, 4962, 70, 8, 0.01, 17131, 4890, 1, 1, 1.0, 1.0, 4915, 48, 1, 1.009562563580875, , , , 
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_3, 10002, 29718, 1, 5022, 4979, 70, 8, 0.01, 17206, 4899, 1, 1, 1.0, 1.0, 4927, 53, 1, 1.0105540897097625, , , , 
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_4, 10002, 29718, 1, 4972, 5029, 70, 8, 0.01, 17167, 4950, 1, 1, 1.0, 1.0, 5016, 8, 1, 1.002591706539075, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_5, 10002, 29718, 1, 5032, 4969, 70, 7, 0.01, 17178, 4894, 1, 1, 1.0, 1.0, 4961, 8, 1, 1.0016125781092522, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_6, 10002, 29718, 1, 5027, 4974, 70, 8, 0.01, 17186, 4907, 1, 1, 1.0, 1.0, 4944, 31, 1, 1.0060679611650485, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_7, 10002, 29718, 1, 4986, 5015, 70, 8, 0.01, 17158, 4945, 1, 1, 1.0, 1.0, 4987, 23, 1, 1.0056145979546822, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_8, 10002, 29718, 1, 4999, 5002, 70, 8, 0.01, 17235, 4933, 1, 1, 1.0, 1.0, 4988, 7, 1, 1.0028067361668003, , , , 
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_9, 10002, 29718, 1, 5010, 4991, 70, 8, 0.01, 17077, 4918, 1, 1, 1.0, 1.0, 4987, 5, 1, 1.0008020854220974, , , , 
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_1, 10002, 29780, 1, 4975, 5026, 90, 7, 0.01, 17216, 4962, 1, 1, 1.0, 1.0, 4971, 56, 1, 1.0110641721987528, 3, 3, 3.0, 3.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_10, 10002, 29780, 1, 5039, 4962, 90, 8, 0.01, 17250, 4904, 1, 1, 1.0, 1.0, 4926, 37, 1, 1.007308160779537, , , , 
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_11, 10002, 29780, 1, 5054, 4947, 90, 7, 0.01, 17179, 4886, 1, 1, 1.0, 1.0, 4894, 54, 1, 1.0108295872496935, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_12, 10002, 29780, 1, 5011, 4990, 90, 8, 0.01, 17198, 4940, 1, 1, 1.0, 1.0, 4960, 31, 1, 1.0060483870967742, , , , 
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_13, 10002, 29780, 1, 5023, 4978, 90, 8, 0.01, 17202, 4911, 1, 1, 1.0, 1.0, 4931, 47, 1, 1.0095315351855607, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_14, 10002, 29780, 1, 5002, 4999, 90, 7, 0.01, 17165, 4951, 1, 1, 1.0, 1.0, 4987, 13, 1, 1.0024062562662923, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_15, 10002, 29780, 1, 4951, 5050, 90, 8, 0.01, 17250, 4996, 1, 1, 1.0, 1.0, 5050, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_16, 10002, 29780, 1, 4935, 5066, 90, 8, 0.01, 17121, 5002, 1, 1, 1.0, 1.0, 5019, 48, 1, 1.0093644152221557, , , , 
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_17, 10002, 29780, 1, 5094, 4907, 90, 8, 0.01, 17150, 4851, 1, 1, 1.0, 1.0, 4887, 21, 1, 1.0040924902803356, , , , 
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_18, 10002, 29780, 1, 5033, 4968, 90, 8, 0.01, 17233, 4915, 1, 1, 1.0, 1.0, 4923, 46, 1, 1.0091407678244972, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_19, 10002, 29780, 1, 5029, 4972, 90, 8, 0.01, 17142, 4918, 1, 1, 1.0, 1.0, 4971, 2, 1, 1.0002011667672501, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_2, 10002, 29780, 1, 5025, 4976, 90, 8, 0.01, 17225, 4916, 1, 1, 1.0, 1.0, 4932, 45, 1, 1.0089213300892133, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_20, 10002, 29780, 1, 4933, 5068, 90, 7, 0.01, 17233, 5002, 1, 1, 1.0, 1.0, 5066, 2, 1, 1.0003947887879985, , , , 
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_3, 10002, 29780, 1, 4935, 5066, 90, 7, 0.01, 17221, 5002, 1, 1, 1.0, 1.0, 5048, 18, 1, 1.003565768621236, , , , 
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_4, 10002, 29780, 1, 5017, 4984, 90, 8, 0.01, 17190, 4934, 1, 1, 1.0, 1.0, 4982, 3, 1, 1.0004014452027299, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_5, 10002, 29780, 1, 4910, 5091, 90, 8, 0.01, 17172, 5035, 1, 1, 1.0, 1.0, 5091, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_6, 10002, 29780, 1, 5135, 4866, 90, 8, 0.01, 17192, 4811, 1, 1, 1.0, 1.0, 4838, 29, 1, 1.0057875155022737, , , , 
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_7, 10002, 29780, 1, 4983, 5018, 90, 7, 0.01, 17168, 4950, 1, 1, 1.0, 1.0, 4976, 43, 1, 1.0084405144694535, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_8, 10002, 29780, 1, 5093, 4908, 90, 8, 0.01, 17281, 4848, 1, 1, 1.0, 1.0, 4873, 36, 1, 1.0071824338190027, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_9, 10002, 29780, 1, 5089, 4912, 90, 8, 0.01, 17173, 4860, 1, 1, 1.0, 1.0, 4911, 2, 1, 1.0002036245163917, , , , 
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_1, 10002, 20003, 1, 2998, 7003, 2, 8, 0.01, 12303, 2476, 1, 1, 1.0, 1.0, 2684, 4320, 1, 2.6091654247391953, 13, 13, 13.0, 13.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_10, 10002, 20003, 1, 3071, 6930, 2, 8, 0.01, 12318, 2420, 1, 1, 1.0, 1.0, 2597, 4334, 1, 2.6684636118598384, 5, 5, 5.0, 5.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_11, 10002, 20003, 1, 3019, 6982, 2, 8, 0.01, 12277, 2549, 1, 1, 1.0, 1.0, 2943, 4040, 1, 2.3724091063540604, 6, 6, 6.0, 6.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_12, 10002, 20003, 1, 2995, 7006, 2, 8, 0.01, 12253, 2500, 1, 1, 1.0, 1.0, 2734, 4273, 1, 2.562545720555962, 4, 4, 4.0, 4.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_13, 10002, 20003, 1, 2902, 7099, 2, 8, 0.01, 12313, 2558, 1, 1, 1.0, 1.0, 2748, 4352, 1, 2.5833333333333335, 2, 2, 2.0, 2.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_14, 10002, 20003, 1, 2991, 7010, 2, 7, 0.01, 12388, 2500, 1, 1, 1.0, 1.0, 2749, 4262, 1, 2.550018188432157, 2, 2, 2.0, 2.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_15, 10002, 20003, 1, 2962, 7039, 2, 8, 0.01, 12269, 2498, 1, 1, 1.0, 1.0, 2740, 4300, 1, 2.568978102189781, 4, 4, 4.0, 4.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_16, 10002, 20003, 1, 2972, 7029, 2, 7, 0.01, 12298, 2544, 1, 1, 1.0, 1.0, 2789, 4241, 1, 2.5202581570455362, 4, 4, 4.0, 4.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_17, 10002, 20003, 1, 3019, 6982, 2, 8, 0.01, 12365, 2485, 1, 1, 1.0, 1.0, 2745, 4238, 1, 2.5435336976320584, 4, 4, 4.0, 4.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_18, 10002, 20003, 1, 3014, 6987, 2, 7, 0.01, 12320, 2511, 1, 1, 1.0, 1.0, 2945, 4043, 1, 2.3724957555178268, 3, 3, 3.0, 3.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_19, 10002, 20003, 1, 2991, 7010, 2, 7, 0.01, 12378, 2459, 1, 1, 1.0, 1.0, 2651, 4360, 1, 2.6442851754055074, 4, 4, 4.0, 4.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_2, 10002, 20003, 1, 2951, 7050, 2, 7, 0.01, 12302, 2514, 1, 1, 1.0, 1.0, 2701, 4350, 1, 2.6101443909663087, 4, 4, 4.0, 4.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_20, 10002, 20003, 1, 2884, 7117, 2, 8, 0.01, 12280, 2568, 1, 1, 1.0, 1.0, 2783, 4335, 1, 2.5573122529644268, 5, 5, 5.0, 5.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_3, 10002, 20003, 1, 3062, 6939, 2, 8, 0.01, 12264, 2483, 1, 1, 1.0, 1.0, 2747, 4193, 1, 2.5260283946123043, 4, 4, 4.0, 4.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_4, 10002, 20003, 1, 3108, 6893, 2, 8, 0.01, 12261, 2458, 1, 1, 1.0, 1.0, 2837, 4057, 1, 2.429679238632358, 7, 7, 7.0, 7.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_5, 10002, 20003, 1, 3001, 7000, 2, 8, 0.01, 12253, 2456, 1, 1, 1.0, 1.0, 2675, 4326, 1, 2.616822429906542, 5, 5, 5.0, 5.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_6, 10002, 20003, 1, 2955, 7046, 2, 7, 0.01, 12273, 2495, 1, 1, 1.0, 1.0, 2697, 4350, 1, 2.6125324434556916, 4, 4, 4.0, 4.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_7, 10002, 20003, 1, 3001, 7000, 2, 8, 0.01, 12329, 2487, 1, 1, 1.0, 1.0, 2762, 4239, 1, 2.5343953656770455, 4, 4, 4.0, 4.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_8, 10002, 20003, 1, 2994, 7007, 2, 8, 0.01, 12434, 2504, 1, 1, 1.0, 1.0, 2765, 4243, 1, 2.5341772151898736, 5, 5, 5.0, 5.0
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_9, 10002, 20003, 1, 2999, 7002, 2, 8, 0.01, 12385, 2515, 1, 1, 1.0, 1.0, 2894, 4109, 1, 2.419488597097443, 3, 3, 3.0, 3.0
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_1, 1002, 2983, 1, 501, 500, 100, 6, 0.01, 1722, 496, 1, 1, 1.0, 1.0, 500, 1, 1, 1.0, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_10, 1002, 2983, 1, 511, 490, 100, 7, 0.01, 1697, 486, 1, 1, 1.0, 1.0, 489, 2, 1, 1.0020449897750512, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_11, 1002, 2983, 1, 497, 504, 100, 7, 0.01, 1712, 497, 1, 1, 1.0, 1.0, 501, 4, 1, 1.0059880239520957, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_12, 1002, 2983, 1, 465, 536, 100, 7, 0.01, 1742, 528, 1, 1, 1.0, 1.0, 534, 2, 1, 1.00374531835206, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_13, 1002, 2983, 1, 538, 463, 100, 7, 0.01, 1719, 457, 1, 1, 1.0, 1.0, 461, 3, 1, 1.0043383947939262, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_14, 1002, 2983, 1, 508, 493, 100, 7, 0.01, 1750, 484, 1, 1, 1.0, 1.0, 488, 6, 1, 1.0102459016393444, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_15, 1002, 2983, 1, 475, 526, 100, 7, 0.01, 1705, 519, 1, 1, 1.0, 1.0, 524, 3, 1, 1.0038167938931297, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_16, 1002, 2983, 1, 499, 502, 100, 7, 0.01, 1727, 495, 1, 1, 1.0, 1.0, 497, 6, 1, 1.0100603621730382, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_17, 1002, 2983, 1, 486, 515, 100, 6, 0.01, 1710, 511, 1, 1, 1.0, 1.0, 514, 2, 1, 1.0019455252918288, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_18, 1002, 2983, 1, 502, 499, 100, 7, 0.01, 1710, 493, 1, 1, 1.0, 1.0, 498, 2, 1, 1.002008032128514, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_19, 1002, 2983, 1, 530, 471, 100, 7, 0.01, 1724, 465, 1, 1, 1.0, 1.0, 469, 3, 1, 1.004264392324094, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_2, 1002, 2983, 1, 486, 515, 100, 7, 0.01, 1725, 509, 1, 1, 1.0, 1.0, 511, 5, 1, 1.0078277886497065, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_20, 1002, 2983, 1, 511, 490, 100, 7, 0.01, 1718, 483, 1, 1, 1.0, 1.0, 489, 2, 1, 1.0020449897750512, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_3, 1002, 2983, 1, 499, 502, 100, 6, 0.01, 1742, 496, 1, 1, 1.0, 1.0, 498, 5, 1, 1.0080321285140563, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_4, 1002, 2983, 1, 526, 475, 100, 6, 0.01, 1711, 470, 1, 1, 1.0, 1.0, 473, 3, 1, 1.0042283298097252, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_5, 1002, 2983, 1, 513, 488, 100, 7, 0.01, 1723, 480, 1, 1, 1.0, 1.0, 482, 7, 1, 1.012448132780083, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_6, 1002, 2983, 1, 496, 505, 100, 7, 0.01, 1717, 501, 1, 1, 1.0, 1.0, 505, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_7, 1002, 2983, 1, 493, 508, 100, 7, 0.01, 1712, 505, 1, 1, 1.0, 1.0, 508, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_8, 1002, 2983, 1, 495, 506, 100, 7, 0.01, 1707, 500, 1, 1, 1.0, 1.0, 504, 3, 1, 1.003968253968254, , , , 
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_9, 1002, 2983, 1, 490, 511, 100, 7, 0.01, 1720, 502, 1, 1, 1.0, 1.0, 508, 2, 1, 1.0059055118110236, , , , 
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_1, 1002, 2803, 1, 501, 500, 10, 7, 0.01, 1616, 455, 1, 1, 1.0, 1.0, 475, 26, 1, 1.0526315789473684, 4, 4, 4.0, 4.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_10, 1002, 2803, 1, 513, 488, 10, 7, 0.01, 1639, 435, 1, 1, 1.0, 1.0, 468, 20, 1, 1.0427350427350428, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_11, 1002, 2803, 1, 494, 507, 10, 7, 0.01, 1645, 444, 1, 1, 1.0, 1.0, 459, 49, 1, 1.1045751633986929, , , , 
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_12, 1002, 2803, 1, 505, 496, 10, 7, 0.01, 1631, 438, 1, 1, 1.0, 1.0, 473, 22, 1, 1.0486257928118394, 3, 3, 3.0, 3.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_13, 1002, 2803, 1, 521, 480, 10, 7, 0.01, 1633, 423, 1, 1, 1.0, 1.0, 436, 45, 1, 1.1009174311926606, , , , 
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_14, 1002, 2803, 1, 517, 484, 10, 6, 0.01, 1612, 427, 1, 1, 1.0, 1.0, 461, 23, 1, 1.0498915401301518, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_15, 1002, 2803, 1, 525, 476, 10, 7, 0.01, 1639, 424, 1, 1, 1.0, 1.0, 440, 34, 1, 1.0818181818181818, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_16, 1002, 2803, 1, 474, 527, 10, 7, 0.01, 1616, 479, 1, 1, 1.0, 1.0, 525, 3, 1, 1.0038095238095237, , , , 
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_17, 1002, 2803, 1, 494, 507, 10, 6, 0.01, 1643, 453, 1, 1, 1.0, 1.0, 505, 3, 1, 1.003960396039604, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_18, 1002, 2803, 1, 471, 530, 10, 7, 0.01, 1626, 476, 1, 1, 1.0, 1.0, 495, 36, 1, 1.0707070707070707, 4, 4, 4.0, 4.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_19, 1002, 2803, 1, 487, 514, 10, 7, 0.01, 1640, 471, 1, 1, 1.0, 1.0, 512, 3, 1, 1.00390625, , , , 
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_2, 1002, 2803, 1, 511, 490, 10, 7, 0.01, 1622, 433, 1, 1, 1.0, 1.0, 451, 36, 1, 1.0864745011086474, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_20, 1002, 2803, 1, 494, 507, 10, 7, 0.01, 1636, 454, 1, 1, 1.0, 1.0, 478, 29, 1, 1.0606694560669456, , , , 
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_3, 1002, 2803, 1, 497, 504, 10, 6, 0.01, 1652, 451, 1, 1, 1.0, 1.0, 483, 22, 1, 1.0434782608695652, , , , 
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_4, 1002, 2803, 1, 501, 500, 10, 7, 0.01, 1628, 441, 1, 1, 1.0, 1.0, 474, 27, 1, 1.0548523206751055, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_5, 1002, 2803, 1, 483, 518, 10, 6, 0.01, 1657, 456, 1, 1, 1.0, 1.0, 477, 42, 1, 1.0859538784067087, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_6, 1002, 2803, 1, 525, 476, 10, 7, 0.01, 1630, 430, 1, 1, 1.0, 1.0, 447, 30, 1, 1.0648769574944073, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_7, 1002, 2803, 1, 451, 550, 10, 7, 0.01, 1639, 490, 1, 1, 1.0, 1.0, 508, 43, 1, 1.0826771653543308, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_8, 1002, 2803, 1, 496, 505, 10, 7, 0.01, 1641, 454, 1, 1, 1.0, 1.0, 476, 30, 1, 1.0609243697478992, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_9, 1002, 2803, 1, 453, 548, 10, 6, 0.01, 1636, 483, 1, 1, 1.0, 1.0, 518, 29, 1, 1.057915057915058, 5, 5, 5.0, 5.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_1, 1002, 2936, 1, 491, 510, 30, 8, 0.01, 1703, 493, 1, 1, 1.0, 1.0, 498, 13, 1, 1.0240963855421688, 3, 3, 3.0, 3.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_10, 1002, 2936, 1, 479, 522, 30, 7, 0.01, 1684, 502, 1, 1, 1.0, 1.0, 511, 12, 1, 1.0215264187866928, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_11, 1002, 2936, 1, 509, 492, 30, 7, 0.01, 1697, 476, 1, 1, 1.0, 1.0, 485, 8, 1, 1.0144329896907216, , , , 
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_12, 1002, 2936, 1, 492, 509, 30, 6, 0.01, 1685, 492, 1, 1, 1.0, 1.0, 508, 2, 1, 1.0019685039370079, , , , 
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_13, 1002, 2936, 1, 507, 494, 30, 7, 0.01, 1692, 476, 1, 1, 1.0, 1.0, 484, 11, 1, 1.0206611570247934, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_14, 1002, 2936, 1, 504, 497, 30, 7, 0.01, 1704, 477, 1, 1, 1.0, 1.0, 491, 6, 1, 1.0122199592668024, , , , 
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_15, 1002, 2936, 1, 475, 526, 30, 7, 0.01, 1713, 511, 1, 1, 1.0, 1.0, 524, 3, 1, 1.0038167938931297, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_16, 1002, 2936, 1, 509, 492, 30, 6, 0.01, 1681, 478, 1, 1, 1.0, 1.0, 492, 1, 1, 1.0, , , , 
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_17, 1002, 2936, 1, 506, 495, 30, 7, 0.01, 1712, 478, 1, 1, 1.0, 1.0, 487, 9, 1, 1.0164271047227926, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_18, 1002, 2936, 1, 494, 507, 30, 7, 0.01, 1718, 494, 1, 1, 1.0, 1.0, 497, 11, 1, 1.0201207243460764, , , , 
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_19, 1002, 2936, 1, 517, 484, 30, 7, 0.01, 1711, 464, 1, 1, 1.0, 1.0, 477, 8, 1, 1.0146750524109014, , , , 
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_2, 1002, 2936, 1, 483, 518, 30, 7, 0.01, 1708, 499, 1, 1, 1.0, 1.0, 517, 2, 1, 1.001934235976789, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_20, 1002, 2936, 1, 506, 495, 30, 7, 0.01, 1697, 476, 1, 1, 1.0, 1.0, 487, 8, 1, 1.0164271047227926, , , , 
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_3, 1002, 2936, 1, 516, 485, 30, 6, 0.01, 1682, 469, 1, 1, 1.0, 1.0, 484, 2, 1, 1.0020661157024793, , , , 
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_4, 1002, 2936, 1, 522, 479, 30, 6, 0.01, 1719, 466, 1, 1, 1.0, 1.0, 479, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_5, 1002, 2936, 1, 481, 520, 30, 6, 0.01, 1701, 500, 1, 1, 1.0, 1.0, 504, 17, 1, 1.0317460317460319, , , , 
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_6, 1002, 2936, 1, 478, 523, 30, 7, 0.01, 1699, 505, 1, 1, 1.0, 1.0, 522, 2, 1, 1.0019157088122606, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_7, 1002, 2936, 1, 484, 517, 30, 7, 0.01, 1714, 497, 1, 1, 1.0, 1.0, 509, 9, 1, 1.0157170923379175, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_8, 1002, 2936, 1, 491, 510, 30, 7, 0.01, 1684, 487, 1, 1, 1.0, 1.0, 503, 8, 1, 1.0139165009940359, 2, 2, 2.0, 2.0
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_9, 1002, 2936, 1, 493, 508, 30, 7, 0.01, 1698, 491, 1, 1, 1.0, 1.0, 507, 2, 1, 1.0019723865877712, , , , 
RANDOM_Size_1002_MinAct_50_Type-tree_MinTransProb_0.1_Model_1, 1002, 2963, 1, 529, 472, 50, 6, 0.01, 1721, 461, 1, 1, 1.0, 1.0, 464, 9, 1, 1.0172413793103448, 2, 2, 2.0, 2.0
